index,source,translation,score
2355,Write a loop to generate a dictionary containing letters and their frequency in a given sentence,Tulis gelung untuk menghasilkan kamus yang mengandungi huruf dan kekerapannya dalam ayat yang diberi...,-0.34811753034591675
2356,Generate a random password of 8 characters containing both uppercase letters and numbers.,Menjana kata laluan rawak 8 aksara yang mengandungi kedua -dua huruf besar dan nombor.,0.3168506920337677
2357,Develop an algorithm to parse a JSON string.,Membangunkan algoritma untuk menghuraikan rentetan JSON.,0.13913895189762115
2358,Sort the following array alphabetically and reverse the sorting order.,Susun array berikut mengikut abjad dan membalikkan urutan penyortiran.,0.22494083642959595
2359,Generate HTML form to input user details,Menjana borang HTML untuk memasukkan butiran pengguna,0.2937292754650116
2360,Develop a game AI to play a classic Atari game.,Membangunkan AI permainan untuk bermain permainan Atari klasik.,-0.1608675718307495
2361,Generate a program to print a matrix in spiral order,Menjana program untuk mencetak matriks dalam urutan lingkaran,-0.1151387095451355
2362,Devise a regular expression pattern to match a month number or name.,Merangka corak ekspresi biasa untuk dipadankan dengan nombor atau nama sebulan.,-0.2592852711677551
2363,Generate a program to randomly select an element from a list.,Menjana program untuk secara rawak memilih elemen dari senarai.,-0.28442254662513733
2364,Write a code snippet to call an API,Tulis coretan kod untuk memanggil API,0.4437677562236786
2365,Generate a function that can be used to calculate the sum of an array of numbers.,Menjana fungsi yang boleh digunakan untuk mengira jumlah pelbagai nombor.,-0.09181895852088928
2366,Write a Python program to convert a string to a list of characters.,Tulis program Python untuk menukar rentetan ke senarai aksara.,-0.024267490953207016
2367,Construct an R code snippet to generate a random sample of size 10 from a given range of numbers bet...,Bina coretan kod R untuk menghasilkan sampel rawak saiz 10 dari pelbagai nombor antara 1 dan 5.,0.01710672304034233
2368,Create an algorithm to generate all valid binary trees given an array of integers.,Buat algoritma untuk menghasilkan semua pokok binari yang sah yang diberikan pelbagai bilangan bulat...,-0.45618540048599243
2369,Write an algorithm to find the longest substring of a given string with no repeating characters.,Tulis algoritma untuk mencari substring terpanjang rentetan yang diberikan tanpa watak berulang.,-0.12045231461524963
2370,Develop a Python function to calculate the mean of an array of numbers.,Membangunkan fungsi python untuk mengira min pelbagai nombor.,-0.4647159278392792
2371,Create a program that allows a user to enter in a numerical value and return the value squared,Buat program yang membolehkan pengguna memasuki nilai berangka dan mengembalikan nilai kuasa dua,-0.29402193427085876
2372,Write an SQL query to sort a table of data by a given column.,Tulis pertanyaan SQL untuk menyusun jadual data dengan lajur yang diberikan.,-0.10628357529640198
2373,Suggest a code to calculate the dot product of two vectors.,Cadangkan kod untuk mengira produk titik dua vektor.,-0.1991904377937317
2374,Generate a Python script to validate a given email address.,Menjana skrip Python untuk mengesahkan alamat e -mel yang diberikan.,0.30502378940582275
2375,Design a program to shuffle an array of n elements.,Reka bentuk program untuk mengosongkan pelbagai elemen N.,-0.4961465299129486
2376,Modify the code snippet so the string can contain decimals.,Ubah suai coretan kod supaya rentetan boleh mengandungi perpuluhan.,-0.19920477271080017
2377,Modify the below code snippet to print the even numbers in a given list.,Ubah suai coretan kod di bawah untuk mencetak nombor walaupun dalam senarai tertentu.,-0.2199980616569519
2378,Implement a function to calculate the sum of square of numbers up to given an upper limit.,Melaksanakan fungsi untuk mengira jumlah kuadrat nombor sehingga diberi had atas.,-0.32301023602485657
2379,Design a dynamic programming solution to find the longest common subsequence of two given strings.,Reka bentuk penyelesaian pengaturcaraan yang dinamik untuk mencari seterusnya yang paling lama dari ...,-0.563103973865509
2380,Compress a given string by replacing consecutive repeating characters with the character followed by...,Memampatkan rentetan yang diberikan dengan menggantikan watak -watak berulang berturut -turut dengan...,-0.33587905764579773
2381,Write a Swift function to return the indices of the two numbers that would add up to a target number,Tulis fungsi pantas untuk mengembalikan indeks dua nombor yang akan menambah nombor sasaran,-0.24176055192947388
2382,Compute the probability of a given event.,Kirakan kebarangkalian peristiwa tertentu.,-0.20937418937683105
2383,Generate a program to combine two lists of numbers into a single set of numbers,Menjana program untuk menggabungkan dua senarai nombor ke dalam satu set nombor,0.16092686355113983
2384,Generate a program to identify the month of a given date.,Menjana program untuk mengenal pasti bulan tarikh tertentu.,-0.21149230003356934
2385,Design an algorithm to print theBinary form of a given number.,Reka bentuk algoritma untuk mencetak borang thebinary nombor tertentu.,-0.4488697946071625
2386,Write a Java code snippet to inplement a Fibonacci sequence.,Tulis coretan kod Java untuk memasukkan urutan Fibonacci.,0.07586047798395157
2387,Explain the purpose of basic authentication,Terangkan tujuan pengesahan asas,-0.12355932593345642
2388,Generate a program that extracts all the capitalized words in a given string,Menjana program yang mengekstrak semua perkataan yang dipermodalkan dalam rentetan yang diberikan,-0.379471093416214
2389,Classify a piece of code into an appropriate language.,Klasifikasi sekeping kod ke dalam bahasa yang sesuai.,0.02731439098715782
2390,Generate a program to modify an element of a list.,Menjana program untuk mengubah suai elemen senarai.,0.027887675911188126
2391,Design an SQL query to sort a table's columns in descending order,Reka bentuk pertanyaan SQL untuk menyusun lajur jadual dalam urutan menurun,-0.2550400197505951
2392,Develop a Python script to calculate the standard deviation of a list of numbers.,Membangunkan skrip Python untuk mengira sisihan piawai senarai nombor.,-0.3899369537830353
2393,Suggest a Python library to monitor the performance of this system,Cadangkan perpustakaan python untuk memantau prestasi sistem ini,0.20122474431991577
2394,Generate a Kotlin code fragment that converts a string to a mutable list.,Menjana serpihan kod Kotlin yang menukarkan rentetan ke senarai yang boleh berubah.,-0.23994356393814087
2395,Create a Ruby class which will calculate the sum of two numbers,Buat kelas ruby yang akan mengira jumlah dua nombor,-0.48636218905448914
2396,Suggest an algorithm for the following code,Cadangkan algoritma untuk kod berikut,0.41503357887268066
2397,Build a Python program that finds the smallest number divisible by all the numbers in a given list,Bina program python yang mendapati nombor terkecil dibahagi dengan semua nombor dalam senarai terten...,-0.12170045077800751
2398,Create a class that can implement a doubly-linked list structure.,Buat kelas yang boleh melaksanakan struktur senarai yang berkaitan dengan dua kali ganda.,-0.5767213702201843
2399,Formulate a query to find the maximum number of rows in a given table.,Merumuskan pertanyaan untuk mencari bilangan maksimum baris dalam jadual yang diberikan.,-0.10796652734279633
2400,Create a program that searches an array of strings for a specific string and returns an index for th...,Buat program yang mencari pelbagai rentetan untuk rentetan tertentu dan mengembalikan indeks untuk k...,-0.5660112500190735
2401,Create a function to check if one string is a rotation of another,Buat fungsi untuk memeriksa sama ada satu rentetan adalah putaran yang lain,-0.6073998808860779
2402,Create a SQL query that returns the average price per category for the cars in a given table.,Buat pertanyaan SQL yang mengembalikan harga purata setiap kategori untuk kereta dalam jadual yang d...,-0.433626264333725
2403,Write a code to find the average of a given array of numbers.,Tulis kod untuk mencari purata pelbagai nombor yang diberikan.,0.026448756456375122
2404,Generate a code to print a specific multiplication table,Menjana kod untuk mencetak jadual pendaraban tertentu,-0.0881132185459137
2405,Generate a code for a function to compute the sum of all elements in a 2-D list,Menjana kod untuk fungsi untuk mengira jumlah semua elemen dalam senarai 2-D,-0.047368090599775314
2406,Build a Python script for replacing punctuation with spaces.,Bina skrip python untuk menggantikan tanda baca dengan ruang.,-0.5806260704994202
2407,Create a for loop to print out numbers from 5 to 7,Buat gelung untuk mencetak nombor dari 5 hingga 7,0.06223640218377113
2408,Implement a code snippet in JavaScript that prints the current day of the week.,Melaksanakan coretan kod di JavaScript yang mencetak hari semasa dalam seminggu.,-0.3906879127025604
2409,Sort the following array in ascending order.,Susun array berikut dalam urutan menaik.,0.3036275804042816
2410,Create a Python class called Rectangle that stores the length and width.,Buat kelas python yang dipanggil segi empat tepat yang menyimpan panjang dan lebar.,-0.78146892786026
2411,Describe the process of a depth-first search.,Huraikan proses carian mendalam.,0.1414276510477066
2412,Transform the code to a functional programming approach.,Mengubah kod ke pendekatan pengaturcaraan berfungsi.,-0.13760824501514435
2413,Create a database table to save user account information.,Buat jadual pangkalan data untuk menyimpan maklumat akaun pengguna.,0.40981781482696533
2414,Modify the code snippet to make it thread-safe.,Ubah snippet kod untuk menjadikannya selamat.,0.11111445724964142
2415,Write a Python code to filter block sites in a proxy server.,Tulis kod python untuk menapis tapak blok dalam pelayan proksi.,-0.5255666375160217
2416,Build a generator in Python that returns a JSON string of the current time,Bina penjana di Python yang mengembalikan rentetan JSON pada masa sekarang,-0.46390751004219055
2417,Generate a SQL query to calculate the average price of the items in a given category.,Menjana pertanyaan SQL untuk mengira harga purata item dalam kategori tertentu.,-0.15941545367240906
2418,Create a method which returns all the leap years in a given range.,Buat kaedah yang mengembalikan semua tahun lompatan dalam julat tertentu.,-0.4185161292552948
2419,Design a database table in SQL to store information about books.,Reka bentuk jadual pangkalan data dalam SQL untuk menyimpan maklumat mengenai buku.,0.2356473207473755
2420,Construct a loop to iterate through a list of numbers and output the multiplication of each of those...,Bina gelung untuk melangkah melalui senarai nombor dan output pendaraban setiap nombor tersebut,-0.41008996963500977
2421,Create an improved version of the following code.,Buat versi yang lebih baik dari kod berikut.,0.31693580746650696
2422,Generate a list of colored backgrounds for each word in a given sentence.,Menjana senarai latar belakang berwarna untuk setiap perkataan dalam ayat yang diberikan.,0.20348156988620758
2423,"Generate a random password using Python that contains at least one special character, an uppercase l...","Menjana kata laluan rawak menggunakan python yang mengandungi sekurang -kurangnya satu watak khas, h...",-0.020167771726846695
2424,Modify the code below to sort the dictionary keys in reverse alphabetical order.,Ubah suai kod di bawah untuk menyusun kunci kamus dalam susunan abjad terbalik.,0.1464758962392807
2425,Implement a method that takes a string as input and returns a new string with all the characters in ...,Melaksanakan kaedah yang mengambil rentetan sebagai input dan mengembalikan rentetan baru dengan sem...,-0.4651518762111664
2426,Develop a function in C to calculate a factorial of a given number.,Membangunkan fungsi dalam C untuk mengira faktorial nombor tertentu.,-0.392609566450119
2427,Generate a string of random words of length 15.,Menghasilkan rentetan kata rawak panjang 15.,-0.35485216975212097
2428,Build a program to convert a given string to camelCase format.,Bina program untuk menukar rentetan yang diberikan kepada format unta.,-0.573531985282898
2429,Write a code to find the largest string in an array of strings.,Tulis kod untuk mencari rentetan terbesar dalam pelbagai rentetan.,-0.19997569918632507
2430,The task is to design a function that returns a combination string of characters from two strings,Tugasnya adalah untuk merancang fungsi yang mengembalikan rentetan aksara gabungan dari dua rentetan,-0.1684393584728241
2431,Generate a list of English alphabets in lower case order.,Menjana senarai abjad Bahasa Inggeris dalam urutan kes yang lebih rendah.,-0.34138327836990356
2432,Create an algorithm in Java to find the longest Increasing Subsequence in an array of numbers.,Buat algoritma di Java untuk mencari peningkatan yang paling lama dalam pelbagai nombor.,-0.39087459444999695
2433,Create a Swift program to filter an array of integers and return only the unique values.,Buat program SWIFT untuk menapis pelbagai bilangan bulat dan pulangkan hanya nilai yang unik.,-0.20577141642570496
2434,Write a code to compute the maximum profit from a given array of stock prices,Tulis kod untuk mengira keuntungan maksimum dari pelbagai harga saham yang diberikan,0.3457874655723572
2435,Modify the following code to make it thread-safe,Ubah suai kod berikut untuk menjadikannya benang selamat,-0.3793224096298218
2436,Create a python program to display the numbers divisible by 3 in the given range,Buat program Python untuk memaparkan nombor yang boleh dibahagikan dengan 3 dalam julat yang diberik...,0.09383051097393036
2437,Generate code to convert a given list of ints to a list of strings.,Menjana kod untuk menukar senarai INTS yang diberikan kepada senarai rentetan.,-0.41145727038383484
2438,Create an R program to calculate the mean and standard deviation of given numbers.,Buat program R untuk mengira sisihan min dan piawai nombor yang diberikan.,-0.6020097136497498
2439,Construct an illusion of depth by programming an animation of a ball rolling down a sloped plane usi...,Membina ilusi kedalaman dengan pengaturcaraan animasi bola yang melancarkan satah sloped menggunakan...,-0.4334203898906708
2440,Create a Rust program to sort an array of integers using merge sort.,Buat program karat untuk menyusun pelbagai bilangan bulat menggunakan jenis gabungan.,-0.7803283333778381
2441,Write a Python script to change all letter cases in a given string.,Tulis skrip python untuk menukar semua kes huruf dalam rentetan yang diberikan.,-0.5456622242927551
2442,Develop a solution to accomplish the goal,Membangunkan penyelesaian untuk mencapai matlamat,0.35353001952171326
2443,Create a program to convert a given array of numbers into a string representation.,Buat program untuk menukar pelbagai nombor ke dalam perwakilan rentetan.,-0.6228485107421875
2444,Construct a SQL query to join two tables based on a common column.,Bina pertanyaan SQL untuk menyertai dua jadual berdasarkan lajur biasa.,-0.6371362209320068
2445,Can you rewrite the following program using a functional programming style?,Bolehkah anda menulis semula program berikut menggunakan gaya pengaturcaraan berfungsi?,0.16972632706165314
2446,Write a SQL query to sort a table of fruits alphabetically by fruit name.,Tulis pertanyaan SQL untuk menyusun jadual buah -buahan mengikut abjad dengan nama buah.,-0.006448965519666672
2447,Generate a natural language description of the given labeled data.,Menjana penerangan bahasa semulajadi mengenai data berlabel yang diberikan.,-0.07576878368854523
2448,Write a Python code to find the number of unique paths from a given source to a destination.,Tulis kod python untuk mencari bilangan laluan unik dari sumber yang diberikan ke destinasi.,-0.2463587522506714
2449,Create a function to sort a collection of objects according to a given sorting order,Buat fungsi untuk menyusun koleksi objek mengikut urutan penyortiran yang diberikan,-0.2973712086677551
2450,Implement a program to remove all occurrences of a given character in a given string,Melaksanakan program untuk menghapuskan semua kejadian watak tertentu dalam rentetan yang diberikan,-0.36296603083610535
2451,Create a user interface to display a list of items.,Buat antara muka pengguna untuk memaparkan senarai item.,-0.2053600549697876
2452,Generate a random string of 8 alphanumeric characters using a Python program.,Menjana rentetan rawak 8 aksara alfanumerik menggunakan program Python.,0.0962287187576294
2453,Create an algorithm to reverse a given string without using the built-in python reverse function,Buat algoritma untuk membalikkan rentetan yang diberikan tanpa menggunakan fungsi terbalik Python te...,-0.35142844915390015
2454,Generate an array of length 4 that contains only unique random numbers.,Menjana pelbagai panjang 4 yang mengandungi hanya nombor rawak yang unik.,-0.4015647768974304
2455,Design an algorithm to determing if one string is a permuation of another.,Reka bentuk algoritma untuk menentukan sama ada satu rentetan adalah permas bagi yang lain.,-0.5198250412940979
2456,"Given a non-empty array of ints, return the k most frequent elements.","Memandangkan pelbagai INTS yang tidak kosong, kembalikan unsur-unsur yang paling kerap.",-0.7598982453346252
2457,Implement a code to list all prime numbers up to a given number.,Melaksanakan kod untuk menyenaraikan semua nombor perdana sehingga nombor tertentu.,-0.31200453639030457
2458,Write a JavaScript code to print a staircase of n steps.,Tulis kod JavaScript untuk mencetak tangga langkah N.,0.014741538092494011
2459,Implement a MySQL query to find the closest match of a given string.,Melaksanakan pertanyaan MySQL untuk mencari perlawanan terdekat rentetan yang diberikan.,-0.6577021479606628
2460,Write a code snippet to convert an array of strings to a comma-separated string.,Tulis coretan kod untuk menukar pelbagai rentetan ke rentetan yang dipisahkan koma.,-0.1336333155632019
2461,Generate a program to scrape a website for a list of email addresses.,Menjana program untuk mengikis laman web untuk senarai alamat e -mel.,-0.27251574397087097
2462,Create an inversion detection algorithm for an array of integers.,Buat algoritma pengesanan penyongsangan untuk pelbagai bilangan bulat.,0.07356074452400208
2463,Implement a function which takes an array of integers and returns the smallest number.,Melaksanakan fungsi yang mengambil pelbagai bilangan bulat dan mengembalikan nombor terkecil.,-0.19192290306091309
2464,Generate a for loop in Python to print numbers from 1 to 10,Menjana gelung di python untuk mencetak nombor dari 1 hingga 10,-0.32882067561149597
2465,Generate a PHP script to find the gcd of two given numbers,Menjana skrip php untuk mencari GCD dua nombor yang diberikan,-0.0699569433927536
2466,Invent a new sorting algorithm.,Mencipta algoritma penyortiran baru.,0.4513481855392456
2467,Generate a valid JSON from the following set of fields and values.,Menjana JSON yang sah dari set medan dan nilai berikut.,-0.6631583571434021
2468,Generate a SQL query to update the given column of the given table.,Menjana pertanyaan SQL untuk mengemas kini lajur yang diberikan dari jadual yang diberikan.,-0.5954168438911438
2469,Create a program to apply a random effect to each item in an array,Buat program untuk menggunakan kesan rawak untuk setiap item dalam pelbagai,-0.41165581345558167
2470,Generate a program to shuflle a given array of elements.,Menjana program untuk menghidupkan pelbagai elemen yang diberikan.,-0.3439635634422302
2471,Generate a neural network model in Keras that can predict a numerical value.,Menjana model rangkaian saraf di keras yang boleh meramalkan nilai berangka.,-0.38552117347717285
2472,Create a class that builds a word tree with by taking two words and printing each word followed by i...,Buat kelas yang membina pokok perkataan dengan mengambil dua perkataan dan mencetak setiap perkataan...,-0.1646701693534851
2473,Create a regular expression to match strings of a particular pattern.,Buat ungkapan biasa untuk memadankan rentetan corak tertentu.,-0.27257227897644043
2474,Generate a code snippet for a for loop to print out numbers from 1 to 10,Menjana coretan kod untuk gelung untuk mencetak nombor dari 1 hingga 10,-0.22167325019836426
2475,"Develop a solution to the weight balance problem. To balance a weight on a beam, the weights at its ...",Membangunkan penyelesaian kepada masalah keseimbangan berat badan. Untuk mengimbangi berat pada rasu...,-0.4730522334575653
2476,Generate a JavaScript code to convert a number to its equivalent Roman numeral.,Menjana kod JavaScript untuk menukar nombor ke angka Roman yang setara.,0.1251487284898758
2477,Create a MySQL database from scratch for a system that stores user profiles. The database should inc...,Buat pangkalan data MySQL dari awal untuk sistem yang menyimpan profil pengguna. Pangkalan data hend...,-0.11310115456581116
2478,Generate a function for converting a plain text string into a delimited string.,Menjana fungsi untuk menukar rentetan teks biasa ke dalam rentetan yang dibatasi.,-0.3691849410533905
2479,Create a function to print the elements in order of insertion of a given stack,Buat fungsi untuk mencetak unsur -unsur mengikut penyisipan timbunan yang diberikan,-0.4635690748691559
2480,Code a sorting algorithm for an array of integers.,Kod algoritma penyortiran untuk pelbagai bilangan bulat.,-0.1443539708852768
2481,Generate a code snippet to transform a string of characters in to its opposite characters,Menjana coretan kod untuk mengubah rentetan aksara ke watak yang bertentangan,-0.3852831721305847
2482,Generate a pseudocode that validates an entered password.,Menjana pseudocode yang mengesahkan kata laluan yang dimasukkan.,0.38807544112205505
2483,Generate a program that will print out the multiplication table for any number up to 10.,Menjana program yang akan mencetak jadual pendaraban untuk nombor sehingga 10.,-0.5497003197669983
2484,Write a Python script to fetch the current stock price of a given company,Tulis skrip python untuk mengambil harga saham semasa syarikat tertentu,-0.2936244606971741
2485,Generate a Java program that searches an array of integers and returns the index of the number with ...,Menjana program Java yang mencari pelbagai bilangan bulat dan mengembalikan indeks nombor dengan nil...,0.047468893229961395
2486,Generate a regular expression for validating an email address.,Menjana ungkapan biasa untuk mengesahkan alamat e -mel.,-0.06805403530597687
2487,Create a program which creates a database table for a given SQL query string.,Buat program yang mewujudkan jadual pangkalan data untuk rentetan pertanyaan SQL yang diberikan.,0.04857315123081207
2488,Develop an AI assistance to search songs by title.,Membangunkan bantuan AI untuk mencari lagu dengan tajuk.,-0.25826379656791687
2489,Create a user interface to interact with a given service.,Buat antara muka pengguna untuk berinteraksi dengan perkhidmatan tertentu.,0.07708500325679779
2490,Generate a R script to calculate the standard deviation of an array.,Menjana skrip R untuk mengira sisihan piawai array.,-0.6563989520072937
2491,Develop an algorithm to replace the minimal number of characters in a character array such that it b...,Mengembangkan algoritma untuk menggantikan bilangan aksara yang minimum dalam pelbagai watak sehingg...,-0.3169955313205719
2492,Sort the given array of integers based on the parity of the elements.,Susun pelbagai integer yang diberikan berdasarkan pariti unsur -unsur.,-0.41988807916641235
2493,Create a Ruby program to group an array of strings into their respective alphabetical groups.,Buat program Ruby untuk mengumpulkan pelbagai rentetan ke dalam kumpulan abjad masing -masing.,-0.3115554749965668
2494,Construct a function for finding the area of a circle given the radius,Membina fungsi untuk mencari kawasan bulatan yang diberikan jejari,-0.562982439994812
2495,Create a JavaScript module to generate random numbers within a specified range.,Buat modul JavaScript untuk menjana nombor rawak dalam julat yang ditentukan.,0.19949255883693695
2496,Construct a program to compute the maximum product of a triplet in an array,Bina program untuk mengira produk maksimum triplet dalam pelbagai,-0.5775682330131531
2497,Develop a function in Java that sorts a given array of integers in ascending order.,Membangunkan fungsi di Java yang menyusun pelbagai bilangan bulat dalam urutan menaik.,-0.5238679051399231
2498,Construct a function to turn a string into a list of words.,Bina fungsi untuk menjadikan rentetan ke dalam senarai perkataan.,-0.3153594136238098
2499,Write a function to create a copy of a linked list.,Tulis fungsi untuk membuat salinan senarai yang dipautkan.,-0.3465217053890228
2500,Generate a list of prime factors of a given number.,Menjana senarai faktor utama nombor tertentu.,-0.4570695459842682
2501,Rearrange a given array in maximum minimum form,Susun semula array yang diberikan dalam bentuk minimum maksimum,-0.20125111937522888
2502,Sort a given list of integers in O(n log n) time complexity,Susun senarai bilangan bulat dalam kerumitan masa O (n log n),-0.470271497964859
2503,Construct a python program that can predict the outcome of a game of Rock Paper Scissors,Bina program python yang dapat meramalkan hasil permainan gunting kertas batu,0.21956898272037506
2504,Convert the following string to an integer,Tukar rentetan berikut ke integer,-1.3403812646865845
2505,Construct a MySQL query to get the acronym of each column's name in a table.,Bina pertanyaan MySQL untuk mendapatkan akronim setiap nama lajur dalam jadual.,-0.22215507924556732
2506,Write a code to sort a list of strings case insensitively.,Tulis kod untuk menyusun senarai kes rentetan secara tidak senonoh.,-0.3574990928173065
2507,Generate a code that sorts an array of integers using Insertion Sort.,Menjana kod yang menyusun pelbagai bilangan bulat menggunakan jenis penyisipan.,-0.4475819766521454
2508,Create a Java program that will compute the average of a list of integers,Buat program Java yang akan mengira purata senarai bilangan bulat,0.21923702955245972
2509,"Generate a SQL query to group the records in the table ""Users"" by gender","Menjana pertanyaan SQL untuk mengumpulkan rekod dalam jadual ""pengguna"" dengan jantina",-0.2860226333141327
2510,Create a function that sums the squares of two numbers,Buat fungsi yang merangkumi kuadrat dua nombor,-0.04819455370306969
2511,Develop a recommendation system to suggest movies based on user preferences,Membangunkan sistem cadangan untuk mencadangkan filem berdasarkan keutamaan pengguna,0.35651636123657227
2512,Rewrite the code to use a while loop,Tulis semula kod untuk menggunakan gelung sementara,-0.4304066300392151
2513,Develop a program to calculate the Gini coefficient of a given list of values.,Membangunkan program untuk mengira pekali Gini senarai nilai yang diberikan.,-0.5559524297714233
2514,Generate a random 10-dimensional vector where the elements have a normal distribution with a mean of...,Menjana vektor 10 dimensi rawak di mana unsur-unsur mempunyai taburan normal dengan min 1 dan sisiha...,-0.43976375460624695
2515,Generate a SQL query for deleting records from a table if its value matches that of another table.,Menjana pertanyaan SQL untuk memadam rekod dari jadual jika nilainya sepadan dengan jadual lain.,-0.2796951234340668
2516,Analyze the sentiment of the given text,Menganalisis sentimen teks yang diberikan,0.21305225789546967
2517,Develop a JavaScript code to validate a given form field,Kembangkan kod JavaScript untuk mengesahkan medan borang yang diberikan,0.0200212262570858
2518,Can you create a sorting algorithm that sorts a given array in ascending order?,Bolehkah anda membuat algoritma penyortiran yang menyusun array yang diberikan dalam urutan menaik?,0.2440485954284668
2519,Write a Python script to sort dictionaries as per the value.,Tulis skrip python untuk menyusun kamus mengikut nilai.,-0.18222293257713318
2520,Construct a C program to calculate the average of three numbers.,Membina program C untuk mengira purata tiga nombor.,-0.39053526520729065
2521,"Generate a regular expression to match any two-word message starting with ""Hey"".","Menjana ungkapan biasa untuk memadankan mana-mana mesej dua perkataan bermula dengan ""hey"".",-0.025257106870412827
2522,Create a function to optimize an array of numbers such that the sum of the numbers is minimized.,Buat fungsi untuk mengoptimumkan pelbagai nombor supaya jumlah nombor diminimumkan.,0.047814998775720596
2523,How would you create a database migration to add two columns of type integer to an existing table in...,Bagaimanakah anda membuat penghijrahan pangkalan data untuk menambah dua lajur jenis integer ke jadu...,-0.03627381846308708
2524,Compute the factorial of a given non-negative integer using recurssion,Kirakan faktorial integer bukan negatif yang diberikan menggunakan recurssion,-1.0198582410812378
2525,Develop a user interface to allow login of a customer,Membangunkan antara muka pengguna untuk membolehkan log masuk pelanggan,0.12756206095218658
2526,Write a function to find the 3 most frequently occurring words in a sentence,Tulis fungsi untuk mencari 3 perkataan yang paling kerap berlaku dalam ayat,0.00904296338558197
2527,Implement an algorithm to traverse a tree pre-order,Melaksanakan algoritma untuk melintasi pra-pesanan pokok,-0.6353621482849121
2528,Generate a code to create a one-hot vector for a word,Menjana kod untuk membuat vektor satu panas untuk satu perkataan,-0.26738980412483215
2529,Generate a K Nearest Neighbor Algorithm with 3 classes.,Menjana algoritma jiran terdekat dengan 3 kelas.,-0.6406134366989136
2530,Create a program to concatenate two given strings,Buat program untuk menggabungkan dua rentetan yang diberikan,-0.004932787269353867
2531,Generate code to remove all duplicates from a given array of integers.,Menjana kod untuk mengeluarkan semua pendua dari pelbagai bilangan bulat.,-0.5402594804763794
2532,Develop a code that takes a list of integers and returns the sum of the even numbers.,Membangunkan kod yang mengambil senarai bilangan bulat dan mengembalikan jumlah nombor walaupun.,-0.4166940152645111
2533,Generate a method in Java for replacing all whitespace characters in a string with a given character...,Menjana kaedah dalam Java untuk menggantikan semua aksara ruang putih dalam rentetan dengan watak te...,-0.4270530939102173
2534,Create an algorithm to compute the maximum number of non-overlapping intervals.,Buat algoritma untuk mengira bilangan maksimum selang tidak bertindih.,-0.0044500939548015594
2535,Generate a function to calculate the median of a list of numbers.,Menjana fungsi untuk mengira median senarai nombor.,-0.486165314912796
2536,Compute the running time complexity of the following piece of code.,Kirakan kerumitan masa berjalan dari sekeping kod berikut.,-0.35795658826828003
2537,Write a query in SQL to select the names of the alphabetically earlier customers from the customer t...,Tulis pertanyaan di SQL untuk memilih nama pelanggan abjad terdahulu dari jadual pelanggan.,-0.1892324537038803
2538,Write a Java program to generate random numbers within a given range.,Tulis program Java untuk menjana nombor rawak dalam julat tertentu.,0.09516565501689911
2539,Write Python code to count the frequency of words in a given text.,Tulis kod python untuk mengira kekerapan perkataan dalam teks tertentu.,0.48427197337150574
2540,Classify a given piece of code as either a bug or a feature.,Klasifikasi sekeping kod yang diberikan sama ada bug atau ciri.,-0.4253444969654083
2541,Generate code that produces an output of a pattern using for and if loop,Menjana kod yang menghasilkan output corak menggunakan untuk dan jika gelung,-0.9336218237876892
2542,Write a regular expression to detect the occurrence of three consecutive digits.,Tulis ungkapan biasa untuk mengesan kejadian tiga digit berturut -turut.,-0.23525890707969666
2543,Modify the code to print the result in a sentence.,Ubah suai kod untuk mencetak hasil dalam ayat.,-0.15071304142475128
2544,Create an HTML page with a search bar and a table with search results.,Buat halaman HTML dengan bar carian dan jadual dengan hasil carian.,0.22808855772018433
2545,Construct an algorithm in Python to convert a string to uppercase.,Bina algoritma dalam python untuk menukar rentetan ke huruf besar.,0.0793619304895401
2546,Develop a program to implement the Insertion Sort Algorithm.,Membangunkan program untuk melaksanakan algoritma jenis penyisipan.,-0.44288769364356995
2547,Create a program that takes in a list of words and returns the most commonly occurring word,Buat program yang mengambil dalam senarai perkataan dan mengembalikan perkataan yang paling sering b...,-0.2051050066947937
2548,Generate code to compute the frequency of words in a given sentence,Menjana kod untuk mengira kekerapan perkataan dalam ayat yang diberikan,0.3164843022823334
2549,Write a Java method to generate a random password.,Tulis kaedah Java untuk menghasilkan kata laluan rawak.,-0.2584788203239441
2550,Generate a regular expression to match strings of alphanumeric letters of length 8.,Menjana ungkapan biasa untuk memadankan rentetan huruf alfanumerik panjang 8.,-0.27827689051628113
2551,Convert the following JSON string to a JavaScript object.,Tukar rentetan JSON berikut ke objek JavaScript.,0.20906493067741394
2552,Design a linear search algorithm for a Singly Linked List.,Reka bentuk algoritma carian linear untuk senarai yang berkaitan.,-0.2375865876674652
2553,Generate a correct SQL query to find the maximum salary of a department from the following tables.,Menjana pertanyaan SQL yang betul untuk mencari gaji maksimum jabatan dari jadual berikut.,-0.32120513916015625
2554,Generate a program to decode a URL,Menjana program untuk menyahkod url,0.03986998647451401
2555,Implement Object-Oriented Programming in this blog post.,Melaksanakan pengaturcaraan berorientasikan objek dalam catatan blog ini.,-0.23000295460224152
2556,Create a React component to render a table that displays all records in a given database.,Buat komponen React untuk menjadikan jadual yang memaparkan semua rekod dalam pangkalan data tertent...,0.013684771955013275
2557,"Given a string, convert it to a list of words.","Memandangkan rentetan, tukar ke senarai perkataan.",-0.7883489727973938
