index,source,translation,score
1395,Generate a Keras model to identify the sentiment of a given sentence.,Menjana model Keras untuk mengenal pasti sentimen ayat yang diberikan.,-0.2912786304950714
1396,Create an Angular service to make authenticated calls to an external API.,Buat perkhidmatan sudut untuk membuat panggilan yang disahkan ke API luaran.,-0.6745015382766724
1397,Generate code to convert a given string to all uppercase.,Menjana kod untuk menukar rentetan yang diberikan kepada semua huruf besar.,-0.2341746687889099
1398,"Develop a class that generates multiple sentences, varying in length, given a list of words","Membangunkan kelas yang menghasilkan pelbagai ayat, bervariasi panjang, diberi senarai perkataan",-0.02114979922771454
1399,Design a method in Java to find the largest prime factor of a given number,Reka bentuk kaedah di Java untuk mencari faktor utama terbesar nombor tertentu,-0.49520716071128845
1400,Design a program that prints all possible permutations of a given string.,Reka bentuk program yang mencetak semua permutasi mungkin rentetan yang diberikan.,-0.7430384755134583
1401,Write an SQL query to renames a column in a table.,Tulis pertanyaan SQL untuk menamakan semula lajur dalam jadual.,-0.11630517244338989
1402,Develop a program to convert a given string to camel case.,Membangunkan program untuk menukar rentetan yang diberikan kepada kes unta.,-0.3857765793800354
1403,Create an HTML page including an input form that stores the results in SQLite database table.,Buat halaman HTML termasuk borang input yang menyimpan hasil dalam jadual pangkalan data SQLite.,-0.0018923953175544739
1404,Write a function to convert kilometers per hour to miles per hour.,Tulis fungsi untuk menukar kilometer sejam hingga batu sejam.,-0.4826931059360504
1405,Normalize a given list of numbers such that the maximum of the list is set to 1.,Menormalkan senarai nombor yang diberikan supaya maksimum senarai ditetapkan kepada 1.,-0.11849044263362885
1406,Write a code that prints all possible permutations of a given input string.,Tulis kod yang mencetak semua permutasi yang mungkin bagi rentetan input yang diberikan.,0.08188055455684662
1407,Construct a python program to calculate the average of the numbers in a given list,Bina program python untuk mengira purata nombor dalam senarai tertentu,0.44463589787483215
1408,Design a MySQL query to retrieve all entries in a table with a specific column value.,Reka bentuk pertanyaan MySQL untuk mendapatkan semua penyertaan dalam jadual dengan nilai lajur tert...,-0.586314857006073
1409,Build an algorithm to perform deduction in first-order logic.,Bina algoritma untuk melakukan potongan dalam logik pesanan pertama.,-0.282398521900177
1410,Generate a MySQL query to find all records in a table that have a specific value in a certain field.,Menjana pertanyaan MySQL untuk mencari semua rekod dalam jadual yang mempunyai nilai tertentu dalam ...,-0.3089761734008789
1411,Rewrite this for loop to a list comprehension.,Tulis semula ini untuk gelung ke pemahaman senarai.,-0.6228787899017334
1412,Compute the running time complexity for the following code snippet.,Kirakan kerumitan masa berjalan untuk coretan kod berikut.,-0.4430999755859375
1413,Write a function to recursively traverse a Binary Search Tree.,Tulis fungsi untuk melintasi rekursif pokok carian binari.,-0.6182072162628174
1414,Convert a given string of binary code into its decimal equivalent.,Tukar rentetan kod binari yang diberikan kepada setara perpuluhannya.,-0.43530112504959106
1415,Compute the median of an array of floating point numbers,Kirakan median pelbagai nombor titik terapung,-0.4491834044456482
1416,Write a JavaScript function to check if a string ends with any of the specified suffixes,Tulis fungsi JavaScript untuk memeriksa sama ada rentetan berakhir dengan mana -mana akhiran yang di...,-0.43207263946533203
1417,Write a SQL query to retrieve the name and population of the three most populous cities,Tulis pertanyaan SQL untuk mendapatkan nama dan penduduk tiga bandar paling ramai penduduknya,0.21167676150798798
1418,Generate a JavaScript class for declaring objects using prototype-based inheritance.,Menjana kelas JavaScript untuk mengisytiharkan objek menggunakan warisan berasaskan prototaip.,-0.28040334582328796
1419,Enhance the given class to include a new method that converts the given list into a dictionary,Tingkatkan kelas yang diberikan untuk memasukkan kaedah baru yang menukarkan senarai yang diberikan ...,-0.1605268120765686
1420,Design a java class for performing basic calculations,Reka Kelas Java untuk Melaksanakan Pengiraan Asas,-0.3400873839855194
1421,Generate code to convert a string from lowercase to uppercase.,Menjana kod untuk menukar rentetan dari huruf kecil ke huruf besar.,0.0326046496629715
1422,Create a function that takes an array of strings and returns an array of the strings sorted in desce...,Buat fungsi yang mengambil pelbagai rentetan dan mengembalikan pelbagai rentetan yang disusun mengik...,-0.49201729893684387
1423,Write a code to find the first of the longest strings from a given array.,Tulis kod untuk mencari yang pertama dari rentetan terpanjang dari array yang diberikan.,0.011840332299470901
1424,Generate a program that converts a given integer n to its binary representation.,Menjana program yang menukarkan integer N yang diberikan kepada perwakilan binari.,-0.8417404890060425
1425,Generate code in TypeScript that checks if a given number is within a specified range.,Menjana kod dalam jenis yang memeriksa jika nombor tertentu berada dalam julat yang ditentukan.,-0.2967498302459717
1426,Create a data visualization program for a database table.,Buat program visualisasi data untuk jadual pangkalan data.,0.1656912863254547
1427,Build a function to generate random passwords.,Bina fungsi untuk menjana kata laluan rawak.,-0.0058408938348293304
1428,"Design a REST API endpoint to update data in a MySQL database table, given the table name, a conditi...","Reka bentuk titik akhir API REST untuk mengemas kini data dalam jadual pangkalan data MySQL, memanda...",-0.2912905514240265
1429,Suggest a code snippet to solve the given problem.,Cadangkan coretan kod untuk menyelesaikan masalah yang diberikan.,0.30845263600349426
1430,Create a function to append a new item at the end of a list,Buat fungsi untuk menambahkan item baru di akhir senarai,-0.027556922286748886
1431,Generate code to reverse every word in a given sentence,Menjana kod untuk membalikkan setiap perkataan dalam ayat yang diberikan,0.2644332945346832
1432,Write a regular expression to detect the following pattern in a text: a sequence of seven consecutiv...,Tulis ungkapan biasa untuk mengesan corak berikut dalam teks: urutan tujuh bilangan bulat positif be...,0.006103493273258209
1433,Design a program to group a list of numbers according to their remainder when divided by a given num...,Reka bentuk program untuk mengumpulkan senarai nombor mengikut baki mereka apabila dibahagikan denga...,-0.19104717671871185
1434,Generate a binary search tree from the given list of integers,Menjana pokok carian binari dari senarai bilangan bulat yang diberikan,-0.2630777657032013
1435,Sort a list of dictionaries in Python by a given key.,Susun senarai kamus dalam python dengan kunci yang diberikan.,-0.12497121095657349
1436,Develop an algorithm using C++ that calculates the average of an array of numbers,Membangunkan algoritma menggunakan C ++ yang mengira purata pelbagai nombor,0.24458195269107819
1437,Create a code to print the inverted pattern of a given number,Buat kod untuk mencetak corak terbalik nombor tertentu,0.1477186381816864
1438,Create an array containing the frequency of occurence of each word in a given sentence.,Buat array yang mengandungi kekerapan kejadian setiap perkataan dalam ayat yang diberikan.,0.120984748005867
1439,Design a finite state machine for a simple calculator.,Reka bentuk mesin negeri terhingga untuk kalkulator mudah.,-0.5067760944366455
1440,Design a reinforcement learning agent for a game of checkers.,Reka bentuk ejen pembelajaran tetulang untuk permainan pemeriksa.,-0.6312596201896667
1441,Generate a SQL query to find the count of each type of product in the products table.,Menjana pertanyaan SQL untuk mencari kiraan setiap jenis produk dalam jadual produk.,-0.35148319602012634
1442,Implement a function to calculate the average words per sentence of a text,Melaksanakan fungsi untuk mengira perkataan purata setiap ayat teks,-0.0028849132359027863
1443,Convert the given piece of code to use a for loop,Tukar sekeping kod yang diberikan untuk menggunakan gelung,-0.4316786527633667
1444,Write a code to generate all permutations of a given collection of items.,Tulis kod untuk menjana semua permutasi koleksi item yang diberikan.,-0.1396356225013733
1445,Create a program to convert a given array of strings into a valid UTF-8 encoded string.,Buat program untuk menukar pelbagai rentetan yang diberikan ke dalam rentetan yang dikodkan UTF-8 ya...,0.09177008271217346
1446,Rewrite this for loop in linear time.,Tulis semula ini untuk gelung dalam masa linear.,-0.3640820384025574
1447,"Given an array of people, write a program to sort them in ascending order by age.","Memandangkan pelbagai orang, tulis program untuk menyusunnya dalam urutan menaik mengikut umur.",-0.028854157775640488
1448,Create a function which takes in an array and returns an array of all the prime numbers within it.,Buat fungsi yang mengambil dalam pelbagai dan mengembalikan pelbagai nombor utama di dalamnya.,-0.7481139302253723
1449,"Write a SQL query that given a table with users and posts, returns the username of the user that has...","Tulis pertanyaan SQL yang diberikan jadual dengan pengguna dan jawatan, mengembalikan nama pengguna ...",-0.6879201531410217
1450,Generate a Python program to print the characters at even positions in a given string.,Menjana program Python untuk mencetak watak -watak pada kedudukan walaupun dalam rentetan yang diber...,-0.4743485152721405
1451,Create a HTML page that displays a progress bar when a button is clicked.,Buat halaman HTML yang memaparkan bar kemajuan apabila butang diklik.,0.2687540054321289
1452,Create a C program to randomly generate a number in the range of 1 to 10.,Buat program C secara rawak menjana nombor dalam julat 1 hingga 10.,-0.49086716771125793
1453,Optimize the code by removing redundant operations.,Mengoptimumkan kod dengan mengeluarkan operasi yang berlebihan.,-0.5083387494087219
1454,Generate a Python code for a decision tree classifier.,Menjana kod python untuk pengelas pokok keputusan.,-0.5217748284339905
1455,Use the String class to change the case of a sentence.,Gunakan kelas rentetan untuk mengubah kes ayat.,-0.529467761516571
1456,Can you generate a code snippet for validating phone numbers for the US?,Bolehkah anda menjana coretan kod untuk mengesahkan nombor telefon untuk AS?,-0.05891886726021767
1457,Produce an algorithm to perform card randomization,Menghasilkan algoritma untuk melakukan rawak kad,-0.41112637519836426
1458,Classify a piece of code to tell what it does.,Klasifikasi sekeping kod untuk memberitahu apa yang dilakukannya.,-0.12089039385318756
1459,Create a REST endpoint in Flask to delete a record from a database.,Buat titik akhir rehat di Flask untuk memadam rekod dari pangkalan data.,-0.37415558099746704
1460,Generate a random integer in the range of 1 to 10.,Menjana integer rawak dalam julat 1 hingga 10.,-0.707064151763916
1461,Write an equation in JavaScript that calculates the roots of a quadratic equation.,Tulis persamaan dalam JavaScript yang mengira akar persamaan kuadrat.,-0.060212258249521255
1462,Write a Python program to insert an item at a given position into a list,Tulis program python untuk memasukkan item pada kedudukan tertentu ke dalam senarai,0.35540950298309326
1463,Create a program to randomly generate 10 letters,Buat program untuk menjana 10 huruf secara rawak,0.25338083505630493
1464,Create a MySQL query to find all records in a table that have a column value higher than the average...,Buat pertanyaan MySQL untuk mencari semua rekod dalam jadual yang mempunyai nilai lajur yang lebih t...,-0.32319387793540955
1465,Develop a program to remove duplicate characters from a string.,Membangunkan program untuk mengeluarkan aksara pendua dari rentetan.,-0.36250004172325134
1466,Identify the most frequent word in an array of strings and count its occurrence,Kenal pasti perkataan yang paling kerap dalam pelbagai rentetan dan mengira kejadiannya,-0.052785228937864304
1467,Compute the cube root of a given number without using loops.,Kirakan akar kiub nombor tertentu tanpa menggunakan gelung.,-0.5075594186782837
1468,Generate a code for Bubble Sort for an array of size 10,Menjana kod untuk jenis gelembung untuk pelbagai saiz 10,-0.6392146944999695
1469,Efficiently remove duplicates from an array.,Dengan cekap mengeluarkan pendua dari array.,-0.7819572687149048
1470,Find the average of the given array of integers.,Cari purata pelbagai bilangan bulat.,-0.6007207036018372
1471,Design a function to calculate the frequency of characters in a string.,Reka bentuk fungsi untuk mengira kekerapan aksara dalam rentetan.,-0.04649790748953819
1472,Create a Python program that reads in a list of strings from the keyboard and sorts them alphabetica...,Buat program Python yang dibaca dalam senarai rentetan dari papan kekunci dan menyusunnya secara abj...,0.01703721657395363
1473,Write a Java class to encrypt and decrypt a string,Tulis kelas Java untuk menyulitkan dan menyahsulit tali,-0.8281285762786865
1474,Can you fix the recursion error in this code?,Bolehkah anda memperbaiki ralat rekursi dalam kod ini?,0.3825896680355072
1475,Construct a SQL query to extract all the customers who live in a given city.,Bina pertanyaan SQL untuk mengekstrak semua pelanggan yang tinggal di bandar tertentu.,0.18725121021270752
1476,Develop a program to edit a string by removing a specific character from it.,Membangunkan program untuk mengedit rentetan dengan mengeluarkan watak tertentu daripadanya.,-0.21563170850276947
1477,Write a JavaScript program that searches an array of strings for a specific string and returns the i...,Tulis program JavaScript yang mencari pelbagai rentetan untuk rentetan tertentu dan mengembalikan in...,-0.23132921755313873
1478,Design an algorithm that sorts an array of numbers in ascending order without using any in-built sor...,Reka bentuk algoritma yang menyusun pelbagai nombor dalam urutan menaik tanpa menggunakan kaedah pen...,-0.2083512842655182
1479,Develop an SQL query to count all rows in a database table.,Membangunkan pertanyaan SQL untuk mengira semua baris dalam jadual pangkalan data.,-0.2095838189125061
1480,Generate a program to flatten a list of nested lists.,Menjana program untuk meratakan senarai senarai bersarang.,-0.5372147560119629
1481,Create a CSS rule to format a table so it has alternating row colors.,Buat peraturan CSS untuk memformat jadual supaya ia mempunyai warna baris bergantian.,0.07306207716464996
1482,Create a function that computes the dot product of two vectors.,Buat fungsi yang mengira produk titik dua vektor.,-0.7806484699249268
1483,Which sorting algorithm has the best time complexity in the average-case scenario?,Algoritma penyortiran mana yang mempunyai kerumitan masa terbaik dalam senario purata?,-0.04940183833241463
1484,Create an algorithm for a search engine to display the top 10 related searches for a given query.,Buat algoritma untuk enjin carian untuk memaparkan carian berkaitan 10 teratas untuk pertanyaan yang...,0.005071062594652176
1485,Generate a function that takes a string and returns an array of strings containing all its substring...,Menjana fungsi yang mengambil rentetan dan mengembalikan pelbagai rentetan yang mengandungi semua su...,-0.6475781202316284
1486,Create a program to sort an array of strings in alphabetical order using a bubble sort algorithm.,Buat program untuk menyusun pelbagai rentetan dalam susunan abjad menggunakan algoritma jenis gelemb...,-0.11545547842979431
1487,Write an algorithm to calculate Fibonacci series,Tulis algoritma untuk mengira siri Fibonacci,0.43041858077049255
1488,Implement a sorting algorithm for an array of integers that takes into account the parity of the ele...,Melaksanakan algoritma penyortiran untuk pelbagai bilangan bulat yang mengambil kira pariti unsur -u...,-0.4456793963909149
1489,Show the steps for calculating the factorial of a number using recursion.,Tunjukkan langkah -langkah untuk mengira faktorial nombor menggunakan rekursi.,0.15832921862602234
1490,Convert a list of words to lowercase using a for loop.,Tukar senarai perkataan ke huruf kecil menggunakan gelung untuk.,-0.5713563561439514
1491,Create a function that joins the elements of a given list in a string with a separator and returns t...,Buat fungsi yang bergabung dengan unsur -unsur senarai tertentu dalam rentetan dengan pemisah dan me...,-0.7129276394844055
1492,Design a Bash script to convert a given string to all lowercase.,Reka bentuk skrip bash untuk menukar rentetan yang diberikan kepada semua huruf kecil.,-0.42196616530418396
1493,Write a function that takes a string and reverses it,Tulis fungsi yang mengambil rentetan dan membalikkannya,-0.41990503668785095
1494,Generate a program for encrypting data,Menjana program untuk menyulitkan data,0.05085344240069389
1495,Create a basic React component that renders a list of items where each item is prepended with a numb...,Buat komponen reaksi asas yang menjadikan senarai item di mana setiap item disediakan dengan nombor,-0.4587378203868866
1496,Estimate the height of a given binary tree,Anggarkan ketinggian pokok binari yang diberikan,-0.35814931988716125
1497,Define a function to sort a list of numeric values,Tentukan fungsi untuk menyusun senarai nilai angka,-0.11945563554763794
1498,Generate a Python code to print the largest prime factor of the given positive integer,Menjana kod python untuk mencetak faktor utama terbesar integer positif yang diberikan,-0.5193346738815308
1499,Generate valid HTML to display a numbered list using a for loop.,Menjana HTML yang sah untuk memaparkan senarai bernombor menggunakan gelung untuk.,-0.49645623564720154
1500,Generate a code snippet to traverse a binary tree in preorder.,Menjana coretan kod untuk melintasi pokok binari dalam preorder.,-0.24596211314201355
1501,Construct an algorithm to sort an array of integers using Merge Sort.,Bina algoritma untuk menyusun pelbagai bilangan bulat menggunakan jenis gabungan.,-0.21578088402748108
1502,"Create a function that generates a random password combining alphanumeric characters, upper case and...","Buat fungsi yang menghasilkan kata laluan rawak yang menggabungkan aksara alfanumerik, kes atas dan ...",-0.37544140219688416
1503,Generate a Rails controller and model to manage posts.,Menjana pengawal dan model Rails untuk menguruskan jawatan.,-0.30959823727607727
1504,Complete the code to make it editable,Lengkapkan kod untuk menjadikannya boleh diedit,0.3480593264102936
1505,Create a Java program that sorts an array using insertion sort.,Buat program Java yang menyusun pelbagai menggunakan jenis penyisipan.,-0.4518435299396515
1506,Design a sorting algorithm in Rust which should sort an array of integers in descending order.,Reka bentuk algoritma penyortiran dalam karat yang harus menyusun pelbagai bilangan bulat dalam urut...,-0.21346113085746765
1507,Write a C code snippet to print 5 random floating point numbers.,Tulis coretan kod C untuk mencetak 5 nombor titik terapung rawak.,-0.2785082161426544
1508,Explain the concept of recursion.,Terangkan konsep rekursi.,0.18431852757930756
1509,Create a react component to display messages in a chat window.,Buat komponen React untuk memaparkan mesej dalam tetingkap sembang.,0.22757253050804138
1510,Generate a code which takes a sentence and returns its reverse,Menjana kod yang mengambil ayat dan mengembalikan sebaliknya,-0.2097730040550232
1511,Construct a while loop that iterates until a given condition is met.,Bina beberapa gelung yang meleleh sehingga keadaan tertentu dipenuhi.,-0.8000662922859192
1512,Create a method in Java to reverse a string.,Buat kaedah di Java untuk membalikkan rentetan.,-0.28495314717292786
1513,Write a code to sort a list of strings disregarding the case of the string.,Tulis kod untuk menyusun senarai rentetan yang mengabaikan kes rentetan.,-0.4243699908256531
1514,Generate a regular expression for validating alphanumeric string of length 5,Menjana ungkapan biasa untuk mengesahkan rentetan panjang alfanumerik 5,-0.33615580201148987
1515,Generate a random string with length 10 containing lowercase letters.,Menjana rentetan rawak dengan panjang 10 yang mengandungi huruf kecil.,-0.11319032311439514
1516,Generate a random string of n length.,Menjana rentetan rawak n panjang.,-0.6534663438796997
1517,Compute the following expression,Kirakan ungkapan berikut,-0.09989964962005615
1518,Generate a script to merge two sorted linked lists into one sorted linked list.,Menjana skrip untuk menggabungkan dua senarai yang disusun disusun ke dalam satu senarai yang disusu...,-0.45357802510261536
1519,Create an SQL query to convert a given table names into a list of comma-separated strings.,Buat pertanyaan SQL untuk menukar nama jadual yang diberikan ke dalam senarai rentetan yang dipisahk...,-0.24724850058555603
1520,Draft a c++ code segment to find the palindrome of a given string,Draf segmen kod C ++ untuk mencari palindrome rentetan yang diberikan,-0.15153014659881592
1521,Remove any duplicates from the following string.,Keluarkan sebarang pendua dari rentetan berikut.,-0.35866686701774597
1522,Create a JavaScript closure that takes in a number and returns a function that will double the given...,Buat penutupan JavaScript yang mengambil nombor dan mengembalikan fungsi yang akan menggandakan nomb...,-0.3256830871105194
1523,Create a C program to generate random numbers in the range of 1 to 500,Buat program C untuk menjana nombor rawak dalam julat 1 hingga 500,-0.16990819573402405
1524,Perform a modified breadth-first search to maximize the distance between connected nodes.,Lakukan carian terlebih dahulu diubahsuai untuk memaksimumkan jarak antara nod yang disambungkan.,-0.4705992043018341
1525,Create a decision tree classifier to classify text categorically.,Buat pengelas pokok keputusan untuk mengklasifikasikan teks secara kategori.,-0.17564138770103455
1526,Suggest a system to convert binary to decimal.,Cadangkan sistem untuk menukar binari kepada perpuluhan.,-0.3038116693496704
1527,Generate a subsequence of a given length from a given array of integers.,Menjana seterusnya panjang yang diberikan dari pelbagai integer yang diberikan.,-0.8435163497924805
1528,Generate an algorithm to sort a given array in ascending order,Menjana algoritma untuk menyusun array yang diberikan dalam urutan menaik,0.20027349889278412
1529,Develop a Neural Network model in Python that predicts stock prices for a given company,Membangunkan model rangkaian saraf di Python yang meramalkan harga saham untuk syarikat tertentu,0.36424368619918823
1530,"Create a class in Java to model an Employee, comprising of a name and an email address.","Buat kelas di Java untuk memodelkan pekerja, yang terdiri daripada nama dan alamat e -mel.",-0.3182359039783478
1531,Write an algorithm to find the first occurrence of a character in a string.,Tulis algoritma untuk mencari kejadian pertama watak dalam rentetan.,-0.07813946902751923
1532,Create a SQL query to find a Subscriber’s name and plan information.,Buat pertanyaan SQL untuk mencari nama dan maklumat pelan pelanggan.,-0.10517634451389313
1533,Compute the variance of the following list of numbers.,Kirakan varians senarai nombor berikut.,-0.21717238426208496
1534,Generate a Python code to search for an element in an array,Menjana kod python untuk mencari elemen dalam pelbagai,-0.1883830726146698
1535,"Given a string containing pairs of matching parentheses, return True if the parentheses are correctl...","Memandangkan rentetan yang mengandungi pasang tanda kurung yang sepadan, kembali benar jika tanda ku...",-0.41401997208595276
1536,Generate a dictionary holding the character and frequency of a given string.,Menjana kamus memegang watak dan kekerapan rentetan yang diberikan.,-0.5383805632591248
1537,Design a Python script to print the elements in a given BST in level order,Reka skrip Python untuk mencetak unsur -unsur dalam urutan BST yang diberikan,-0.08909614384174347
1538,Write a JavaScript code snippet to find the maximum of the given numbers.,Tulis coretan kod JavaScript untuk mencari maksimum nombor yang diberikan.,0.2883498966693878
1539,Develop an algorithm that sorts an array of integers using insertion sort.,Membangunkan algoritma yang menyusun pelbagai bilangan bulat menggunakan jenis penyisipan.,-0.18040785193443298
1540,Write a Python script to calculate the circumference of a circle when the radius of the circle is gi...,Tulis skrip python untuk mengira lilitan bulatan apabila jejari bulatan diberikan.,-0.39143267273902893
1541,Author a recursive algorithm to calculate the factorial of a given number.,Pengarang algoritma rekursif untuk mengira faktorial nombor tertentu.,-0.36607101559638977
1542,Construct a Neural Network for predicting the stock market,Bina rangkaian saraf untuk meramalkan pasaran saham,0.39515674114227295
1543,Formulate an algorithm to generate a multiplication table.,Merumuskan algoritma untuk menghasilkan jadual pendaraban.,-0.21033678948879242
1544,Create a MySQL database table for storing student information.,Buat jadual pangkalan data MySQL untuk menyimpan maklumat pelajar.,0.28796613216400146
1545,Parse a given string and check for a certain phrase,Menghuraikan rentetan yang diberikan dan periksa frasa tertentu,-0.2867256999015808
1546,Write a JavaScript program that takes an array of numbers and removes any pairs of numbers that add ...,Tulis program JavaScript yang mengambil pelbagai nombor dan membuang mana -mana pasang nombor yang m...,-0.21982672810554504
1547,Write a Django view to render a template with a given string.,Tulis pandangan Django untuk membuat templat dengan rentetan yang diberikan.,-0.4139806628227234
1548,Generate a code to create a class that implements a 'calculate' method and prints the object's name ...,Menjana kod untuk membuat kelas yang melaksanakan kaedah 'mengira' dan mencetak nama objek apabila d...,-0.1808832585811615
1549,Design a web page to find nearby restaurants.,Reka bentuk laman web untuk mencari restoran berdekatan.,0.3840125501155853
1550,Finish coding a reusable Python function that takes in a list and an argument.,Selesaikan pengekodan fungsi python yang boleh diguna semula yang mengambil dalam senarai dan hujah.,-0.500209391117096
1551,Create a function in Ruby that takes in an array of strings and returns an array of the original str...,Buat fungsi dalam Ruby yang mengambil pelbagai rentetan dan mengembalikan pelbagai rentetan asal den...,-0.574992835521698
1552,Find the longest string in a given list,Cari rentetan terpanjang dalam senarai tertentu,-0.3118946850299835
1553,Create a function to divide a string into small chunks of equal length,Buat fungsi untuk membahagikan rentetan ke dalam potongan kecil yang sama panjang,-0.2493377923965454
1554,Create an object oriented program to define a class of Rectangles.,Buat program berorientasikan objek untuk menentukan kelas segi empat tepat.,-0.2794301211833954
1555,Create a deep learning model to detect fraudulent credit card transactions.,Buat model pembelajaran mendalam untuk mengesan urus niaga kad kredit penipuan.,0.4081438183784485
1556,Find the best sorting algorithm for a given dataset,Cari algoritma penyortiran terbaik untuk dataset yang diberikan,0.5241054892539978
1557,Create a Ruby program for converting an array of integers into an array of strings.,Buat program Ruby untuk menukar pelbagai bilangan bulat ke dalam pelbagai rentetan.,-0.6209840178489685
1558,Improve the existing code to include a loop that prints out the multiples of 3,Tingkatkan kod sedia ada untuk memasukkan gelung yang mencetak gandaan 3,-0.6893151998519897
1559,Code an algorithm to find the number of times a pattern appears in a given sentence.,Kod algoritma untuk mencari bilangan kali corak muncul dalam ayat yang diberikan.,-0.13788649439811707
1560,Write code to convert a string to its integer representation.,Tulis kod untuk menukar rentetan ke perwakilan integernya.,-0.7576205134391785
1561,Generate a code to identify if a certain string contains an uppercase letter.,Menjana kod untuk mengenal pasti jika rentetan tertentu mengandungi huruf besar.,0.12907344102859497
1562,Create a database design with three tables to store user data.,Buat reka bentuk pangkalan data dengan tiga jadual untuk menyimpan data pengguna.,0.1715220808982849
1563,Generate a unique key of 8 characters length.,Menjana kunci unik 8 aksara panjang.,0.06011844798922539
1564,Create a Flask endpoint that searches through a provided list of objects and returns any objects tha...,Buat titik akhir flask yang mencari melalui senarai objek yang disediakan dan mengembalikan sebarang...,-0.39163509011268616
1565,Create a hash table in C++ to store strings.,Buat jadual hash di C ++ untuk menyimpan rentetan.,-0.2435680627822876
1566,Generate a code to factorize a number,Menjana kod untuk memfokuskan nombor,-0.3566482961177826
1567,Generate a prediction function using a Decision tree in R programming.,Menjana fungsi ramalan menggunakan pokok keputusan dalam pengaturcaraan R.,-0.5736405253410339
1568,Write a method to encode a URL string.,Tulis kaedah untuk menyandikan rentetan URL.,-0.002606946974992752
1569,Create a function to sort an array of strings according to length of each string.,Buat fungsi untuk menyusun pelbagai rentetan mengikut panjang setiap rentetan.,-0.4871329963207245
1570,Generate a code for bubble sort.,Menjana kod untuk jenis gelembung.,-0.3988019526004791
1571,Implement an SQL query to find the maximum value of a given column in a table.,Melaksanakan pertanyaan SQL untuk mencari nilai maksimum lajur yang diberikan dalam jadual.,-0.15511462092399597
1572,"Write a Ruby function that takes an array of strings and returns a hash, where the keys are the stri...","Tulis fungsi ruby yang mengambil pelbagai rentetan dan mengembalikan hash, di mana kunci adalah rent...",-0.5943669676780701
1573,"Generate a random password with length of 8 characters, containing lower and upper case letters, num...","Menjana kata laluan rawak dengan panjang 8 aksara, yang mengandungi huruf, nombor dan aksara khas ya...",0.07634205371141434
1574,Can you design an algorithm in JavaScript to reverse a string?,Bolehkah anda merancang algoritma di JavaScript untuk membalikkan rentetan?,0.31840354204177856
1575,Provide code to reverse a string using a stack.,Sediakan kod untuk membalikkan rentetan menggunakan timbunan.,-0.3227558434009552
1576,Generate a program which takes an array of integers as an argument and sorts them in ascending order...,Menjana program yang mengambil pelbagai bilangan bulat sebagai hujah dan menyusunnya dalam urutan me...,-0.49919334053993225
1577,Implement a for loop that takes an array of strings and prints the length of each string.,Melaksanakan gelung yang mengambil pelbagai rentetan dan mencetak panjang setiap rentetan.,-0.44228166341781616
1578,Generate a program in SQL to find the average salary for all employees,Menjana program di SQL untuk mencari gaji purata bagi semua pekerja,0.23047788441181183
1579,You need to develop a program to count the occurrence of a specified character in a string.,Anda perlu membangunkan program untuk mengira kejadian watak yang ditentukan dalam rentetan.,-0.14142794907093048
1580,Calculate the mean of the given vector.,Kirakan min vektor yang diberikan.,-0.4272940456867218
1581,Find the input range that results in the least possible number of expected errors.,Cari julat input yang mengakibatkan bilangan kesilapan yang dijangkakan.,-0.47123560309410095
1582,Generate a list of prime numbers in a given range.,Menjana senarai nombor perdana dalam julat tertentu.,-0.24168667197227478
1583,Generate a code that takes in a string and outputs the characters in reverse order.,Menjana kod yang mengambil rentetan dan mengeluarkan aksara dalam urutan terbalik.,-0.18215477466583252
1584,Generate a class which prints given input.,Menjana kelas yang mencetak input yang diberikan.,-0.21362337470054626
1585,Use a for loop to retrieve all values from a nested array,Gunakan gelung untuk mengambil semua nilai dari pelbagai bersarang,-0.9894810318946838
1586,Write a function to sort an array of strings without using any sorting algorithms,Tulis fungsi untuk menyusun pelbagai rentetan tanpa menggunakan sebarang algoritma penyortiran,0.020833883434534073
1587,Create a JavaScript function to scale an array of numbers by a given factor,Buat fungsi JavaScript untuk skala pelbagai nombor dengan faktor tertentu,-0.29548460245132446
1588,Write a class method to sort a list of n words alphabetically.,Tulis kaedah kelas untuk menyusun senarai perkataan N secara abjad.,0.13796812295913696
1589,Implement a function to remove duplicates from an unsorted linked list.,Melaksanakan fungsi untuk mengalih keluar pendua dari senarai yang tidak disusun.,-0.7396207451820374
1590,You are given a group of strings. You need to create a program that rearranges the strings in alphab...,Anda diberi sekumpulan rentetan. Anda perlu membuat program yang menyusun semula rentetan dalam susu...,-0.02042548358440399
1591,Write a JavaScript code that hadles DOM events like the click of a button.,Tulis kod JavaScript yang Hadles DOM peristiwa seperti klik butang.,-0.5954775810241699
1592,Create a Redis key-value store program for a shopping cart,Buat Program Kedai Nilai Kunci Redis untuk Keranjang Belanja,-0.3009919822216034
1593,Develop a program to check if a number is even or odd,Membangunkan program untuk memeriksa sama ada nombor juga atau ganjil,-0.5709539651870728
1594,Calculate the standard deviation of the given list of numbers.,Kirakan sisihan piawai senarai nombor yang diberikan.,-0.3522934019565582
1595,Generate a regular expression to identify emails in a string.,Menjana ungkapan biasa untuk mengenal pasti e -mel dalam rentetan.,-0.5865601897239685
1596,Generate a random 4-digit password using random numbers and upper and lower case letters.,Menjana kata laluan 4 digit secara rawak menggunakan nombor rawak dan huruf besar dan bawah.,0.17578047513961792
